Name,Time,Cumulative PnL
StopLossHunter_Initial_4,2021-Nov-05 18:50:04.935964,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:51:05.630351,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:52:06.070807,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:53:06.760093,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:54:06.989788,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:55:07.367668,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:56:07.915621,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:57:08.553850,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:58:09.233545,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 18:59:10.049893,-191.207400
StopLossHunter_Initial_4,2021-Nov-05 19:00:10.223538,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:01:10.573118,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:02:10.768397,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:03:11.185579,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:04:11.665722,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:05:11.943360,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:06:12.143545,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:07:12.861942,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:08:13.115983,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:09:13.611158,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:10:13.873431,-192.527169
StopLossHunter_Initial_4,2021-Nov-05 19:11:14.395956,-192.637091
StopLossHunter_Initial_4,2021-Nov-05 19:12:14.948517,-192.637091
StopLossHunter_Initial_4,2021-Nov-05 19:13:15.361906,-192.637091
StopLossHunter_Initial_4,2021-Nov-05 19:14:15.767730,-192.677015
StopLossHunter_Initial_4,2021-Nov-05 19:15:16.614081,-197.836723
StopLossHunter_Initial_4,2021-Nov-05 19:16:16.993533,-197.836723
StopLossHunter_Initial_4,2021-Nov-05 19:17:17.889008,-197.836723
StopLossHunter_Initial_4,2021-Nov-05 19:18:18.083592,-197.946576
StopLossHunter_Initial_4,2021-Nov-05 19:19:19.162433,-198.847561
StopLossHunter_Initial_4,2021-Nov-05 19:20:19.517966,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:21:19.703559,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:22:20.097656,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:23:20.760221,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:24:21.175954,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:25:21.903928,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:26:22.202370,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:27:23.656909,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:28:23.928892,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:29:24.325070,-198.856289
StopLossHunter_Initial_4,2021-Nov-05 19:30:24.432726,-200.675937
StopLossHunter_Initial_4,2021-Nov-05 19:31:24.828023,-200.765866
StopLossHunter_Initial_4,2021-Nov-05 19:32:25.884331,-204.975652
StopLossHunter_Initial_4,2021-Nov-05 19:33:26.810650,-208.446573
StopLossHunter_Initial_4,2021-Nov-05 19:34:27.461593,-212.814907
StopLossHunter_Initial_4,2021-Nov-05 19:35:27.872530,-226.125463
StopLossHunter_Initial_4,2021-Nov-05 19:36:28.258211,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:37:28.546778,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:38:28.679688,-234.503627
