StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
StopLossHunter_Initial_4,2021-Nov-05 15:29:48.337121,2021-Nov-05 15:29:48.337121,FILLED,FILL,MSFT,BUY,MARKET,DAY,0.000000,1,0,1,0,336.200000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145231,,,
StopLossHunter_Initial_4,2021-Nov-05 15:29:48.337263,2021-Nov-05 15:29:48.337263,FILLED,FILL,MSFT,SELL,MARKET,DAY,0.000000,-1,0,-1,0,333.000000,0.008659,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145232,,,
StopLossHunter_Initial_4,2021-Nov-05 15:29:48.337739,2021-Nov-05 15:29:48.337739,FILLED,FILL,MSFT,BUY,MARKET,DAY,0.000000,1,0,1,0,336.350000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145233,,,
StopLossHunter_Initial_4,2021-Nov-05 15:29:48.337746,2021-Nov-05 15:29:48.337746,FILLED,FILL,MSFT,SELL,MARKET,DAY,0.000000,-1,0,-1,0,333.000000,0.008659,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145234,,,
StopLossHunter_Initial_4,2021-Nov-05 15:29:50.745157,2021-Nov-05 15:29:50.745157,FILLED,FILL,MSFT,BUY,MARKET,DAY,0.000000,1,0,1,0,336.230000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145235,,,
StopLossHunter_Initial_4,2021-Nov-05 15:30:02.088369,2021-Nov-05 15:30:02.088369,FILLED,FILL,MSFT,SELL,MARKET,DAY,0.000000,-1,0,-1,0,336.190000,0.008731,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145236,,,
StopLossHunter_Initial_4,2021-Nov-05 15:30:04.276111,2021-Nov-05 15:30:04.276111,FILLED,FILL,MSFT,BUY,MARKET,DAY,0.000000,1,0,1,0,336.250000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145237,,,
StopLossHunter_Initial_4,2021-Nov-05 15:30:09.224802,2021-Nov-05 15:30:09.224802,FILLED,FILL,MSFT,SELL,MARKET,DAY,0.000000,-1,0,-1,0,336.190000,0.008731,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145238,,,
StopLossHunter_Initial_4,2021-Nov-05 15:30:15.296302,2021-Nov-05 15:30:15.296302,FILLED,FILL,MSFT,BUY,MARKET,DAY,0.000000,1,0,1,0,336.350000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145239,,,
StopLossHunter_Initial_4,2021-Nov-05 15:48:09.970254,2021-Nov-05 15:48:09.970254,FILLED,FILL,MSFT,BUY,MARKET,DAY,0.000000,1,0,1,0,337.300000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,367700740145240,,,
